np_previous_word,np_one_word,np_one_word_next,np_two_word,np_two_word_next,np_three_word,np_three_word_next
thee,watch,i,"('watch', 'i')",whilst,"('watch', 'i', 'whilst')",thou
watch,i,whilst,"('i', 'whilst')",thou,"('i', 'whilst', 'thou')",dost
i,whilst,thou,"('whilst', 'thou')",dost,"('whilst', 'thou', 'dost')",wake
whilst,thou,dost,"('thou', 'dost')",wake,"('thou', 'dost', 'wake')",elsewhere
thou,dost,wake,"('dost', 'wake')",elsewhere,"('dost', 'wake', 'elsewhere')",
dost,wake,elsewhere,"('wake', 'elsewhere')",,"('wake', 'elsewhere', '')","
"
"
",,,"('', '')",from,"('', '', 'from')",me
,,from,"('', 'from')",me,"('', 'from', 'me')",far
,from,me,"('from', 'me')",far,"('from', 'me', 'far')",off
from,me,far,"('me', 'far')",off,"('me', 'far', 'off')",
me,far,off,"('far', 'off')",,"('far', 'off', '')",with
far,off,,"('off', '')",with,"('off', '', 'with')",others
off,,with,"('', 'with')",others,"('', 'with', 'others')",all
,with,others,"('with', 'others')",all,"('with', 'others', 'all')",too
with,others,all,"('others', 'all')",too,"('others', 'all', 'too')",near
others,all,too,"('all', 'too')",near,"('all', 'too', 'near')",
all,too,near,"('too', 'near')",,"('too', 'near', '')","
"
"
",sin,of,"('sin', 'of')",self,"('sin', 'of', 'self')",love
sin,of,self,"('of', 'self')",love,"('of', 'self', 'love')",possesseth
of,self,love,"('self', 'love')",possesseth,"('self', 'love', 'possesseth')",all
self,love,possesseth,"('love', 'possesseth')",all,"('love', 'possesseth', 'all')",mine
love,possesseth,all,"('possesseth', 'all')",mine,"('possesseth', 'all', 'mine')",eye
possesseth,all,mine,"('all', 'mine')",eye,"('all', 'mine', 'eye')","
"
all,mine,eye,"('mine', 'eye')","
","
","
"
mine,eye,"
","
","
","
","
"
"
",and,all,"('and', 'all')",my,"('and', 'all', 'my')",soul
and,all,my,"('all', 'my')",soul,"('all', 'my', 'soul')",and
all,my,soul,"('my', 'soul')",and,"('my', 'soul', 'and')",all
my,soul,and,"('soul', 'and')",all,"('soul', 'and', 'all')",my
soul,and,all,"('and', 'all')",my,"('and', 'all', 'my')",every
and,all,my,"('all', 'my')",every,"('all', 'my', 'every')",part;
all,my,every,"('my', 'every')",part;,"('my', 'every', 'part;')","
"
my,every,part;,"('every', 'part;')","
","
","
"
every,part;,"
","
","
","
","
"
"
",and,for,"('and', 'for')",this,"('and', 'for', 'this')",sin
and,for,this,"('for', 'this')",sin,"('for', 'this', 'sin')",there
for,this,sin,"('this', 'sin')",there,"('this', 'sin', 'there')",is
this,sin,there,"('sin', 'there')",is,"('sin', 'there', 'is')",no
sin,there,is,"('there', 'is')",no,"('there', 'is', 'no')",remedy
there,is,no,"('is', 'no')",remedy,"('is', 'no', 'remedy')",
is,no,remedy,"('no', 'remedy')",,"('no', 'remedy', '')","
"
no,remedy,,"('remedy', '')","
","
","
"
remedy,,"
","
","
","
","
"
"
",it,is,"('it', 'is')",so,"('it', 'is', 'so')",grounded
it,is,so,"('is', 'so')",grounded,"('is', 'so', 'grounded')",inward
is,so,grounded,"('so', 'grounded')",inward,"('so', 'grounded', 'inward')",in
so,grounded,inward,"('grounded', 'inward')",in,"('grounded', 'inward', 'in')",my
grounded,inward,in,"('inward', 'in')",my,"('inward', 'in', 'my')",heart
inward,in,my,"('in', 'my')",heart,"('in', 'my', 'heart')",
in,my,heart,"('my', 'heart')",,"('my', 'heart', '')","
"
my,heart,,"('heart', '')","
","
","
"
heart,,"
","
","
","
","
"
"
",methinks,no,"('methinks', 'no')",face,"('methinks', 'no', 'face')",so
methinks,no,face,"('no', 'face')",so,"('no', 'face', 'so')",gracious
no,face,so,"('face', 'so')",gracious,"('face', 'so', 'gracious')",is
face,so,gracious,"('so', 'gracious')",is,"('so', 'gracious', 'is')",as
so,gracious,is,"('gracious', 'is')",as,"('gracious', 'is', 'as')",mine
gracious,is,as,"('is', 'as')",mine,"('is', 'as', 'mine')",
is,as,mine,"('as', 'mine')",,"('as', 'mine', '')","
"
as,mine,,"('mine', '')","
","
","
"
mine,,"
","
","
","
","
"
"
",no,shape,"('no', 'shape')",so,"('no', 'shape', 'so')",true
no,shape,so,"('shape', 'so')",true,"('shape', 'so', 'true')",
shape,so,true,"('so', 'true')",,"('so', 'true', '')",no
so,true,,"('true', '')",no,"('true', '', 'no')",truth
true,,no,"('', 'no')",truth,"('', 'no', 'truth')",of
,no,truth,"('no', 'truth')",of,"('no', 'truth', 'of')",such
no,truth,of,"('truth', 'of')",such,"('truth', 'of', 'such')",account;
truth,of,such,"('of', 'such')",account;,"('of', 'such', 'account;')","
"
of,such,account;,"('such', 'account;')","
","
","
"
such,account;,"
","
","
","
","
"
"
",and,for,"('and', 'for')",myself,"('and', 'for', 'myself')",mine
and,for,myself,"('for', 'myself')",mine,"('for', 'myself', 'mine')",own
for,myself,mine,"('myself', 'mine')",own,"('myself', 'mine', 'own')",worth
myself,mine,own,"('mine', 'own')",worth,"('mine', 'own', 'worth')",do
mine,own,worth,"('own', 'worth')",do,"('own', 'worth', 'do')",define
own,worth,do,"('worth', 'do')",define,"('worth', 'do', 'define')",
worth,do,define,"('do', 'define')",,"('do', 'define', '')","
"
do,define,,"('define', '')","
","
","
"
define,,"
","
","
","
","
"
"
",as,i,"('as', 'i')",all,"('as', 'i', 'all')",other
as,i,all,"('i', 'all')",other,"('i', 'all', 'other')",in
i,all,other,"('all', 'other')",in,"('all', 'other', 'in')",all
all,other,in,"('other', 'in')",all,"('other', 'in', 'all')",worths
other,in,all,"('in', 'all')",worths,"('in', 'all', 'worths')",surmount
in,all,worths,"('all', 'worths')",surmount,"('all', 'worths', 'surmount')",
all,worths,surmount,"('worths', 'surmount')",,"('worths', 'surmount', '')","
"
worths,surmount,,"('surmount', '')","
","
","
"
surmount,,"
","
","
","
","
"
"
",but,when,"('but', 'when')",my,"('but', 'when', 'my')",glass
but,when,my,"('when', 'my')",glass,"('when', 'my', 'glass')",shows
when,my,glass,"('my', 'glass')",shows,"('my', 'glass', 'shows')",me
my,glass,shows,"('glass', 'shows')",me,"('glass', 'shows', 'me')",myself
glass,shows,me,"('shows', 'me')",myself,"('shows', 'me', 'myself')",indeed
shows,me,myself,"('me', 'myself')",indeed,"('me', 'myself', 'indeed')",
me,myself,indeed,"('myself', 'indeed')",,"('myself', 'indeed', '')","
"
myself,indeed,,"('indeed', '')","
","
","
"
indeed,,"
","
","
","
","
"
"
",beated,and,"('beated', 'and')",chopp'd,"('beated', 'and', ""chopp'd"")",with
beated,and,chopp'd,"('and', ""chopp'd"")",with,"('and', ""chopp'd"", 'with')",tann'd
and,chopp'd,with,"(""chopp'd"", 'with')",tann'd,"(""chopp'd"", 'with', ""tann'd"")",antiquity
chopp'd,with,tann'd,"('with', ""tann'd"")",antiquity,"('with', ""tann'd"", 'antiquity')",
with,tann'd,antiquity,"(""tann'd"", 'antiquity')",,"(""tann'd"", 'antiquity', '')","
"
tann'd,antiquity,,"('antiquity', '')","
","
","
"
antiquity,,"
","
","
","
","
"
"
",mine,own,"('mine', 'own')",self,"('mine', 'own', 'self')",love
mine,own,self,"('own', 'self')",love,"('own', 'self', 'love')",quite
own,self,love,"('self', 'love')",quite,"('self', 'love', 'quite')",contrary
self,love,quite,"('love', 'quite')",contrary,"('love', 'quite', 'contrary')",i
love,quite,contrary,"('quite', 'contrary')",i,"('quite', 'contrary', 'i')",read;
quite,contrary,i,"('contrary', 'i')",read;,"('contrary', 'i', 'read;')","
"
contrary,i,read;,"('i', 'read;')","
","
","
"
i,read;,"
","
","
","
","
"
"
",self,so,"('self', 'so')",self,"('self', 'so', 'self')",loving
self,so,self,"('so', 'self')",loving,"('so', 'self', 'loving')",were
so,self,loving,"('self', 'loving')",were,"('self', 'loving', 'were')",iniquity
self,loving,were,"('loving', 'were')",iniquity,"('loving', 'were', 'iniquity')",
loving,were,iniquity,"('were', 'iniquity')",,"('were', 'iniquity', '')","
"
were,iniquity,,"('iniquity', '')","
","
","
"
iniquity,,"
","
","
","
","
"
"
",,,"('', '')",'tis,"('', '', ""'tis"")",thee
,,'tis,"('', ""'tis"")",thee,"('', ""'tis"", 'thee')",
,'tis,thee,"(""'tis"", 'thee')",,"(""'tis"", 'thee', '')",myself
'tis,thee,,"('thee', '')",myself,"('thee', '', 'myself')",
thee,,myself,"('', 'myself')",,"('', 'myself', '')",that
,myself,,"('myself', '')",that,"('myself', '', 'that')",for
myself,,that,"('', 'that')",for,"('', 'that', 'for')",myself
,that,for,"('that', 'for')",myself,"('that', 'for', 'myself')",i
that,for,myself,"('for', 'myself')",i,"('for', 'myself', 'i')",praise
for,myself,i,"('myself', 'i')",praise,"('myself', 'i', 'praise')",
myself,i,praise,"('i', 'praise')",,"('i', 'praise', '')","
"
"
",,,"('', '')",painting,"('', '', 'painting')",my
,,painting,"('', 'painting')",my,"('', 'painting', 'my')",age
,painting,my,"('painting', 'my')",age,"('painting', 'my', 'age')",with
painting,my,age,"('my', 'age')",with,"('my', 'age', 'with')",beauty
my,age,with,"('age', 'with')",beauty,"('age', 'with', 'beauty')",of
age,with,beauty,"('with', 'beauty')",of,"('with', 'beauty', 'of')",thy
with,beauty,of,"('beauty', 'of')",thy,"('beauty', 'of', 'thy')",days
beauty,of,thy,"('of', 'thy')",days,"('of', 'thy', 'days')",
of,thy,days,"('thy', 'days')",,"('thy', 'days', '')","
"
"
",against,my,"('against', 'my')",love,"('against', 'my', 'love')",shall
against,my,love,"('my', 'love')",shall,"('my', 'love', 'shall')",be
my,love,shall,"('love', 'shall')",be,"('love', 'shall', 'be')",
love,shall,be,"('shall', 'be')",,"('shall', 'be', '')",as
shall,be,,"('be', '')",as,"('be', '', 'as')",i
be,,as,"('', 'as')",i,"('', 'as', 'i')",am
,as,i,"('as', 'i')",am,"('as', 'i', 'am')",now
as,i,am,"('i', 'am')",now,"('i', 'am', 'now')",
i,am,now,"('am', 'now')",,"('am', 'now', '')","
"
am,now,,"('now', '')","
","
","
"
now,,"
","
","
","
","
"
"
",with,time's,"('with', ""time's"")",injurious,"('with', ""time's"", 'injurious')",hand
with,time's,injurious,"(""time's"", 'injurious')",hand,"(""time's"", 'injurious', 'hand')",crush'd
time's,injurious,hand,"('injurious', 'hand')",crush'd,"('injurious', 'hand', ""crush'd"")",and
injurious,hand,crush'd,"('hand', ""crush'd"")",and,"('hand', ""crush'd"", 'and')",o'er
hand,crush'd,and,"(""crush'd"", 'and')",o'er,"(""crush'd"", 'and', ""o'er"")",worn;
crush'd,and,o'er,"('and', ""o'er"")",worn;,"('and', ""o'er"", 'worn;')","
"
and,o'er,worn;,"(""o'er"", 'worn;')","
","
","
"
o'er,worn;,"
","
","
","
","
"
"
",when,hours,"('when', 'hours')",have,"('when', 'hours', 'have')",drain'd
when,hours,have,"('hours', 'have')",drain'd,"('hours', 'have', ""drain'd"")",his
hours,have,drain'd,"('have', ""drain'd"")",his,"('have', ""drain'd"", 'his')",blood
have,drain'd,his,"(""drain'd"", 'his')",blood,"(""drain'd"", 'his', 'blood')",and
drain'd,his,blood,"('his', 'blood')",and,"('his', 'blood', 'and')",fill'd
his,blood,and,"('blood', 'and')",fill'd,"('blood', 'and', ""fill'd"")",his
blood,and,fill'd,"('and', ""fill'd"")",his,"('and', ""fill'd"", 'his')",brow
and,fill'd,his,"(""fill'd"", 'his')",brow,"(""fill'd"", 'his', 'brow')","
"
fill'd,his,brow,"('his', 'brow')","
","
","
"
his,brow,"
","
","
","
","
"
"
",with,lines,"('with', 'lines')",and,"('with', 'lines', 'and')",wrinkles;
with,lines,and,"('lines', 'and')",wrinkles;,"('lines', 'and', 'wrinkles;')",when
lines,and,wrinkles;,"('and', 'wrinkles;')",when,"('and', 'wrinkles;', 'when')",his
and,wrinkles;,when,"('wrinkles;', 'when')",his,"('wrinkles;', 'when', 'his')",youthful
wrinkles;,when,his,"('when', 'his')",youthful,"('when', 'his', 'youthful')",morn
when,his,youthful,"('his', 'youthful')",morn,"('his', 'youthful', 'morn')","
"
his,youthful,morn,"('youthful', 'morn')","
","
","
"
youthful,morn,"
","
","
","
","
"
"
",hath,travell'd,"('hath', ""travell'd"")",on,"('hath', ""travell'd"", 'on')",to
hath,travell'd,on,"(""travell'd"", 'on')",to,"(""travell'd"", 'on', 'to')",age's
travell'd,on,to,"('on', 'to')",age's,"('on', 'to', ""age's"")",steepy
on,to,age's,"('to', ""age's"")",steepy,"('to', ""age's"", 'steepy')",night
to,age's,steepy,"(""age's"", 'steepy')",night,"(""age's"", 'steepy', 'night')",
age's,steepy,night,"('steepy', 'night')",,"('steepy', 'night', '')","
"
steepy,night,,"('night', '')","
","
","
"
night,,"
","
","
","
","
"
"
",and,all,"('and', 'all')",those,"('and', 'all', 'those')",beauties
and,all,those,"('all', 'those')",beauties,"('all', 'those', 'beauties')",whereof
all,those,beauties,"('those', 'beauties')",whereof,"('those', 'beauties', 'whereof')",now
those,beauties,whereof,"('beauties', 'whereof')",now,"('beauties', 'whereof', 'now')",he's
beauties,whereof,now,"('whereof', 'now')",he's,"('whereof', 'now', ""he's"")",king
whereof,now,he's,"('now', ""he's"")",king,"('now', ""he's"", 'king')","
"
now,he's,king,"(""he's"", 'king')","
","
","
"
he's,king,"
","
","
","
","
"
"
",are,vanishing,"('are', 'vanishing')",or,"('are', 'vanishing', 'or')",vanish'd
are,vanishing,or,"('vanishing', 'or')",vanish'd,"('vanishing', 'or', ""vanish'd"")",out
vanishing,or,vanish'd,"('or', ""vanish'd"")",out,"('or', ""vanish'd"", 'out')",of
or,vanish'd,out,"(""vanish'd"", 'out')",of,"(""vanish'd"", 'out', 'of')",sight
vanish'd,out,of,"('out', 'of')",sight,"('out', 'of', 'sight')",
out,of,sight,"('of', 'sight')",,"('of', 'sight', '')","
"
of,sight,,"('sight', '')","
","
","
"
sight,,"
","
","
","
","
"
"
",stealing,away,"('stealing', 'away')",the,"('stealing', 'away', 'the')",treasure
stealing,away,the,"('away', 'the')",treasure,"('away', 'the', 'treasure')",of
away,the,treasure,"('the', 'treasure')",of,"('the', 'treasure', 'of')",his
the,treasure,of,"('treasure', 'of')",his,"('treasure', 'of', 'his')",spring;
treasure,of,his,"('of', 'his')",spring;,"('of', 'his', 'spring;')","
"
of,his,spring;,"('his', 'spring;')","
","
","
"
his,spring;,"
","
","
","
","
"
"
",for,such,"('for', 'such')",a,"('for', 'such', 'a')",time
for,such,a,"('such', 'a')",time,"('such', 'a', 'time')",do
such,a,time,"('a', 'time')",do,"('a', 'time', 'do')",i
a,time,do,"('time', 'do')",i,"('time', 'do', 'i')",now
time,do,i,"('do', 'i')",now,"('do', 'i', 'now')",fortify
do,i,now,"('i', 'now')",fortify,"('i', 'now', 'fortify')","
"
i,now,fortify,"('now', 'fortify')","
","
","
"
now,fortify,"
","
","
","
","
"
"
",against,confounding,"('against', 'confounding')",age's,"('against', 'confounding', ""age's"")",cruel
against,confounding,age's,"('confounding', ""age's"")",cruel,"('confounding', ""age's"", 'cruel')",knife
confounding,age's,cruel,"(""age's"", 'cruel')",knife,"(""age's"", 'cruel', 'knife')",
age's,cruel,knife,"('cruel', 'knife')",,"('cruel', 'knife', '')","
"
cruel,knife,,"('knife', '')","
","
","
"
knife,,"
","
","
","
","
"
"
",that,he,"('that', 'he')",shall,"('that', 'he', 'shall')",never
that,he,shall,"('he', 'shall')",never,"('he', 'shall', 'never')",cut
he,shall,never,"('shall', 'never')",cut,"('shall', 'never', 'cut')",from
shall,never,cut,"('never', 'cut')",from,"('never', 'cut', 'from')",memory
never,cut,from,"('cut', 'from')",memory,"('cut', 'from', 'memory')","
"
cut,from,memory,"('from', 'memory')","
","
","
"
from,memory,"
","
","
","
","
"
"
",my,sweet,"('my', 'sweet')",love's,"('my', 'sweet', ""love's"")",beauty
my,sweet,love's,"('sweet', ""love's"")",beauty,"('sweet', ""love's"", 'beauty')",
sweet,love's,beauty,"(""love's"", 'beauty')",,"(""love's"", 'beauty', '')",though
love's,beauty,,"('beauty', '')",though,"('beauty', '', 'though')",my
beauty,,though,"('', 'though')",my,"('', 'though', 'my')",lover's
,though,my,"('though', 'my')",lover's,"('though', 'my', ""lover's"")",life
though,my,lover's,"('my', ""lover's"")",life,"('my', ""lover's"", 'life')",
my,lover's,life,"(""lover's"", 'life')",,"(""lover's"", 'life', '')","
"
lover's,life,,"('life', '')","
","
","
"
life,,"
","
","
","
","
"
"
",,,"('', '')",his,"('', '', 'his')",beauty
,,his,"('', 'his')",beauty,"('', 'his', 'beauty')",shall
,his,beauty,"('his', 'beauty')",shall,"('his', 'beauty', 'shall')",in
his,beauty,shall,"('beauty', 'shall')",in,"('beauty', 'shall', 'in')",these
beauty,shall,in,"('shall', 'in')",these,"('shall', 'in', 'these')",black
shall,in,these,"('in', 'these')",black,"('in', 'these', 'black')",lines
in,these,black,"('these', 'black')",lines,"('these', 'black', 'lines')",be
these,black,lines,"('black', 'lines')",be,"('black', 'lines', 'be')",seen
black,lines,be,"('lines', 'be')",seen,"('lines', 'be', 'seen')",
lines,be,seen,"('be', 'seen')",,"('be', 'seen', '')","
"
"
",,,"('', '')",and,"('', '', 'and')",they
,,and,"('', 'and')",they,"('', 'and', 'they')",shall
,and,they,"('and', 'they')",shall,"('and', 'they', 'shall')",live
and,they,shall,"('they', 'shall')",live,"('they', 'shall', 'live')",
they,shall,live,"('shall', 'live')",,"('shall', 'live', '')",and
shall,live,,"('live', '')",and,"('live', '', 'and')",he
live,,and,"('', 'and')",he,"('', 'and', 'he')",in
,and,he,"('and', 'he')",in,"('and', 'he', 'in')",them
and,he,in,"('he', 'in')",them,"('he', 'in', 'them')",still
he,in,them,"('in', 'them')",still,"('in', 'them', 'still')",green
in,them,still,"('them', 'still')",green,"('them', 'still', 'green')",
them,still,green,"('still', 'green')",,"('still', 'green', '')","
"
"
",when,i,"('when', 'i')",have,"('when', 'i', 'have')",seen
when,i,have,"('i', 'have')",seen,"('i', 'have', 'seen')",by
i,have,seen,"('have', 'seen')",by,"('have', 'seen', 'by')",time's
have,seen,by,"('seen', 'by')",time's,"('seen', 'by', ""time's"")",fell
seen,by,time's,"('by', ""time's"")",fell,"('by', ""time's"", 'fell')",hand
by,time's,fell,"(""time's"", 'fell')",hand,"(""time's"", 'fell', 'hand')",defaced
time's,fell,hand,"('fell', 'hand')",defaced,"('fell', 'hand', 'defaced')","
"
fell,hand,defaced,"('hand', 'defaced')","
","
","
"
hand,defaced,"
","
","
","
","
"
"
",the,rich,"('the', 'rich')",proud,"('the', 'rich', 'proud')",cost
the,rich,proud,"('rich', 'proud')",cost,"('rich', 'proud', 'cost')",of
rich,proud,cost,"('proud', 'cost')",of,"('proud', 'cost', 'of')",outworn
proud,cost,of,"('cost', 'of')",outworn,"('cost', 'of', 'outworn')",buried
cost,of,outworn,"('of', 'outworn')",buried,"('of', 'outworn', 'buried')",age;
of,outworn,buried,"('outworn', 'buried')",age;,"('outworn', 'buried', 'age;')","
"
outworn,buried,age;,"('buried', 'age;')","
","
","
"
buried,age;,"
","
","
","
","
"
"
",when,sometime,"('when', 'sometime')",lofty,"('when', 'sometime', 'lofty')",towers
when,sometime,lofty,"('sometime', 'lofty')",towers,"('sometime', 'lofty', 'towers')",i
sometime,lofty,towers,"('lofty', 'towers')",i,"('lofty', 'towers', 'i')",see
lofty,towers,i,"('towers', 'i')",see,"('towers', 'i', 'see')",down
towers,i,see,"('i', 'see')",down,"('i', 'see', 'down')",razed
i,see,down,"('see', 'down')",razed,"('see', 'down', 'razed')","
"
see,down,razed,"('down', 'razed')","
","
","
"
down,razed,"
","
","
","
","
"
"
",and,brass,"('and', 'brass')",eternal,"('and', 'brass', 'eternal')",slave
and,brass,eternal,"('brass', 'eternal')",slave,"('brass', 'eternal', 'slave')",to
brass,eternal,slave,"('eternal', 'slave')",to,"('eternal', 'slave', 'to')",mortal
eternal,slave,to,"('slave', 'to')",mortal,"('slave', 'to', 'mortal')",rage;
slave,to,mortal,"('to', 'mortal')",rage;,"('to', 'mortal', 'rage;')","
"
to,mortal,rage;,"('mortal', 'rage;')","
","
","
"
mortal,rage;,"
","
","
","
","
"
